OrderNr;Status;Employee;startmoment;Channel;RandomWaarde1;RandomWaarde2;eindmoment
Case52;Amount modified;Resource 8;23-1-2012 08:06;Dealer;203;291;23-1-2012 08:06
Case52;Special Refund issued;Resource 8;23-1-2012 08:06;Dealer;260;303;23-1-2012 08:06
Case52;Warehouse;Resource 8;23-1-2012 08:06;Dealer;123;123;23-1-2012 08:06
Case10;Amount modified;Resource 8;23-1-2012 08:07;Dealer;291;319;23-1-2012 08:07
Case10;Special Refund issued;Resource 8;23-1-2012 08:07;Dealer;27;36;23-1-2012 08:07
Case10;Warehouse;Resource 8;23-1-2012 08:07;Dealer;168;231;23-1-2012 08:07
Case11;Special Refund issued;Resource 8;23-1-2012 08:07;Dealer;16;22;23-1-2012 08:07
Case11;Warehouse;Resource 8;23-1-2012 08:07;Dealer;318;543;23-1-2012 08:07
Case1064;Amount modified;Resource 8;23-1-2012 08:08;Dealer;135;269;23-1-2012 08:08
Case4;Special Refund issued;Resource 8;23-1-2012 08:08;Dealer;140;225;23-1-2012 08:08
Case4;Warehouse;Resource 8;23-1-2012 08:08;Dealer;168;277;23-1-2012 08:08
Case8;Special Refund issued;Resource 8;23-1-2012 08:08;Dealer;303;431;23-1-2012 08:08
Case8;Warehouse;Resource 8;23-1-2012 08:08;Dealer;130;177;23-1-2012 08:08
Case1059;Special Refund issued;Resource 8;23-1-2012 08:09;Dealer;317;381;23-1-2012 08:09
Case1059;Warehouse;Resource 8;23-1-2012 08:09;Dealer;144;287;23-1-2012 08:09
Case1062;Amount modified;Resource 8;23-1-2012 08:09;Dealer;204;380;23-1-2012 08:09
Case1062;Special Refund issued;Resource 8;23-1-2012 08:09;Dealer;248;384;23-1-2012 08:09
Case1062;Warehouse;Resource 8;23-1-2012 08:09;Dealer;333;420;23-1-2012 08:09
Case1064;Special Refund issued;Resource 8;23-1-2012 08:09;Dealer;113;200;23-1-2012 08:09
Case1064;Warehouse;Resource 8;23-1-2012 08:09;Dealer;117;117;23-1-2012 08:09
Case1012;Special Refund issued;Resource 8;23-1-2012 08:10;Dealer;93;160;23-1-2012 08:10
Case1012;Warehouse;Resource 8;23-1-2012 08:10;Dealer;264;267;23-1-2012 08:13
Case1009;Amount modified;Resource 8;23-1-2012 08:14;Dealer;260;470;23-1-2012 08:14
Case1009;Special Refund issued;Resource 8;23-1-2012 08:14;Dealer;228;454;23-1-2012 08:14
Case1001;Amount modified;Resource 8;23-1-2012 08:15;Dealer;232;376;23-1-2012 08:15
Case1001;Special Refund issued;Resource 8;23-1-2012 08:15;Dealer;144;152;23-1-2012 08:15
Case1001;Warehouse;Resource 8;23-1-2012 08:15;Dealer;169;282;23-1-2012 08:15
Case1009;Warehouse;Resource 8;23-1-2012 08:15;Dealer;320;373;23-1-2012 08:15
Case998;Special Refund issued;Resource 8;23-1-2012 08:15;Dealer;105;192;23-1-2012 08:15
Case993;Amount modified;Resource 8;23-1-2012 08:16;Dealer;56;108;23-1-2012 08:16
Case993;Special Refund issued;Resource 8;23-1-2012 08:16;Dealer;83;156;23-1-2012 08:16
Case993;Warehouse;Resource 8;23-1-2012 08:16;Dealer;73;90;23-1-2012 08:16
Case995;Special Refund issued;Resource 8;23-1-2012 08:16;Dealer;35;62;23-1-2012 08:16
Case995;Warehouse;Resource 8;23-1-2012 08:16;Dealer;162;187;23-1-2012 08:16
Case998;Warehouse;Resource 8;23-1-2012 08:16;Dealer;202;397;23-1-2012 08:16
Case952;Amount modified;Resource 8;23-1-2012 08:17;Dealer;66;107;23-1-2012 08:17
Case952;Special Refund issued;Resource 8;23-1-2012 08:17;Dealer;245;425;23-1-2012 08:17
Case952;Warehouse;Resource 8;23-1-2012 08:17;Dealer;85;170;23-1-2012 08:17
Case983;Amount modified;Resource 8;23-1-2012 08:17;Dealer;184;206;23-1-2012 08:17
Case983;Special Refund issued;Resource 8;23-1-2012 08:17;Dealer;198;365;23-1-2012 08:17
Case983;Warehouse;Resource 8;23-1-2012 08:17;Dealer;72;139;23-1-2012 08:17
Case855;Shipment via logistics partner;Resource 2;23-1-2012 08:18;Dealer;131;225;23-1-2012 08:18
Case950;Amount modified;Resource 8;23-1-2012 08:18;Dealer;187;191;23-1-2012 08:18
Case950;Special Refund issued;Resource 8;23-1-2012 08:18;Dealer;32;38;23-1-2012 08:19
Case945;Special Refund issued;Resource 8;23-1-2012 08:21;Dealer;33;59;23-1-2012 08:21
Case945;Warehouse;Resource 8;23-1-2012 08:21;Dealer;92;168;23-1-2012 08:21
Case948;Amount modified;Resource 8;23-1-2012 08:21;Dealer;259;485;23-1-2012 08:21
Case948;Special Refund issued;Resource 8;23-1-2012 08:21;Dealer;258;499;23-1-2012 08:21
Case948;Warehouse;Resource 8;23-1-2012 08:21;Dealer;172;185;23-1-2012 08:21
Case950;Warehouse;Resource 8;23-1-2012 08:21;Dealer;325;328;23-1-2012 08:21
Case944;Amount modified;Resource 8;23-1-2012 08:22;Dealer;314;582;23-1-2012 08:22
Case748;Special Refund issued;Resource 8;23-1-2012 08:23;Dealer;238;288;23-1-2012 08:23
Case748;Warehouse;Resource 8;23-1-2012 08:23;Dealer;184;353;23-1-2012 08:23
Case751;Amount modified;Resource 8;23-1-2012 08:23;Dealer;233;276;23-1-2012 08:23
Case751;Special Refund issued;Resource 8;23-1-2012 08:23;Dealer;87;171;23-1-2012 08:23
Case751;Warehouse;Resource 8;23-1-2012 08:23;Dealer;282;286;23-1-2012 08:23
Case944;Special Refund issued;Resource 8;23-1-2012 08:23;Dealer;149;201;23-1-2012 08:23
Case944;Warehouse;Resource 8;23-1-2012 08:23;Dealer;113;117;23-1-2012 08:23
Case697;Special Refund issued;Resource 8;23-1-2012 08:24;Dealer;238;275;23-1-2012 08:24
Case697;Warehouse;Resource 8;23-1-2012 08:24;Dealer;308;465;23-1-2012 08:24
Case698;Amount modified;Resource 8;23-1-2012 08:24;Dealer;163;293;23-1-2012 08:24
Case698;Special Refund issued;Resource 8;23-1-2012 08:24;Dealer;107;151;23-1-2012 08:24
Case698;Warehouse;Resource 8;23-1-2012 08:24;Dealer;128;208;23-1-2012 08:24
Case623;Amount modified;Resource 8;23-1-2012 08:25;Dealer;205;354;23-1-2012 08:25
Case623;Special Refund issued;Resource 8;23-1-2012 08:25;Dealer;129;204;23-1-2012 08:25
Case629;Amount modified;Resource 8;23-1-2012 08:25;Dealer;56;70;23-1-2012 08:25
Case629;Special Refund issued;Resource 8;23-1-2012 08:25;Dealer;43;61;23-1-2012 08:25
Case629;Warehouse;Resource 8;23-1-2012 08:25;Dealer;275;531;23-1-2012 08:25
Case670;Special Refund issued;Resource 8;23-1-2012 08:25;Dealer;324;645;23-1-2012 08:25
Case670;Warehouse;Resource 8;23-1-2012 08:25;Dealer;75;113;23-1-2012 08:25
Case620;Special Refund issued;Resource 8;23-1-2012 08:26;Dealer;252;457;23-1-2012 08:26
Case620;Amount modified;Resource 8;23-1-2012 08:26;Dealer;324;500;23-1-2012 08:26
Case620;Warehouse;Resource 8;23-1-2012 08:26;Dealer;135;148;23-1-2012 08:26
Case622;Special Refund issued;Resource 8;23-1-2012 08:26;Dealer;260;327;23-1-2012 08:26
Case622;Warehouse;Resource 8;23-1-2012 08:26;Dealer;80;105;23-1-2012 08:26
Case623;Warehouse;Resource 8;23-1-2012 08:26;Dealer;224;379;23-1-2012 08:26
Case284;Special Refund issued;Resource 8;23-1-2012 08:27;Dealer;272;281;23-1-2012 08:27
Case284;Warehouse;Resource 8;23-1-2012 08:27;Dealer;312;605;23-1-2012 08:27
Case285;Amount modified;Resource 8;23-1-2012 08:27;Dealer;215;237;23-1-2012 08:27
Case285;Special Refund issued;Resource 8;23-1-2012 08:27;Dealer;43;56;23-1-2012 08:27
Case285;Warehouse;Resource 8;23-1-2012 08:27;Dealer;314;577;23-1-2012 08:27
Case335;Shipment via logistics partner;Resource 2;23-1-2012 08:27;Dealer;192;291;23-1-2012 08:27
Case242;Amount modified;Resource 8;23-1-2012 08:28;Dealer;172;260;23-1-2012 08:28
Case242;Warehouse;Resource 8;23-1-2012 08:28;Dealer;93;141;23-1-2012 08:28
Case252;Special Refund issued;Resource 8;23-1-2012 08:28;Dealer;59;105;23-1-2012 08:28
Case252;Warehouse;Resource 8;23-1-2012 08:28;Dealer;71;131;23-1-2012 08:28
Case254;Special Refund issued;Resource 8;23-1-2012 08:28;Dealer;147;184;23-1-2012 08:28
Case254;Warehouse;Resource 8;23-1-2012 08:28;Dealer;227;336;23-1-2012 08:30
Case105;Special Refund issued;Resource 8;23-1-2012 08:32;Dealer;118;195;23-1-2012 08:32
Case105;Warehouse;Resource 8;23-1-2012 08:32;Dealer;245;436;23-1-2012 08:34
Case1275;Order created;Resource 1;23-1-2012 08:36;Dealer;262;330;23-1-2012 08:37
Case839;Missing documents requested;Resource 3;23-1-2012 08:38;Dealer;319;590;23-1-2012 08:44
Case1275;Missing documents requested;Resource 2;23-1-2012 08:45;Dealer;33;62;23-1-2012 08:45
Case851;Product received;Resource 12;23-1-2012 08:47;Dealer;140;190;23-1-2012 08:47
Case851;Reparishop X - Checking;Resource 12;23-1-2012 08:49;Dealer;108;202;23-1-2012 08:49
Case850;Product received;Resource 12;23-1-2012 08:50;Dealer;171;244;23-1-2012 08:50
Case1274;Order created;Resource 1;23-1-2012 08:51;Dealer;48;65;23-1-2012 08:51
Case850;Reparishop X - Checking;Resource 12;23-1-2012 08:52;Dealer;139;220;23-1-2012 08:53
Case1274;Shipment via logistics partner;Resource 2;23-1-2012 08:56;Dealer;155;230;23-1-2012 08:58
Case1161;Pick-up prepared;Resource 3;23-1-2012 08:59;Dealer;175;315;23-1-2012 08:59
Case1273;Order created;Resource 1;23-1-2012 08:59;Dealer;239;368;23-1-2012 08:59
Case1273;Missing documents requested;Resource 2;23-1-2012 09:04;Dealer;63;80;23-1-2012 09:04
Case1067;Product received;Resource 12;23-1-2012 09:06;Dealer;303;574;23-1-2012 09:06
Case1272;Order created;Resource 1;23-1-2012 09:07;Dealer;256;266;23-1-2012 09:17
Case1272;Shipment via logistics partner;Resource 2;23-1-2012 09:18;Dealer;233;275;23-1-2012 09:18
Case332;Product received;Resource 12;23-1-2012 09:18;Dealer;32;33;23-1-2012 09:20
Case597;Product received;Resource 12;23-1-2012 09:21;Dealer;240;386;23-1-2012 09:22
Case1271;Order created;Resource 1;23-1-2012 09:23;Dealer;259;426;23-1-2012 09:23
Case294;Product received;Resource 12;23-1-2012 09:25;Dealer;208;378;23-1-2012 09:25
Case799;Request signed L1;Resource 13;23-1-2012 09:25;Dealer;116;136;23-1-2012 09:26
Case1271;Shipment via logistics partner;Resource 2;23-1-2012 09:28;Dealer;80;100;23-1-2012 09:28
Case463;Request signed L1;Resource 13;23-1-2012 09:29;Dealer;128;158;23-1-2012 09:30
Case160;Product received;Resource 12;23-1-2012 09:31;Dealer;284;407;23-1-2012 09:31
Case1270;Order created;Resource 1;23-1-2012 09:32;Dealer;250;298;23-1-2012 09:32
Case394;Request signed L1;Resource 13;23-1-2012 09:33;Dealer;17;20;23-1-2012 09:33
Case1017;Shipment via logistics partner;Resource 3;23-1-2012 09:34;Dealer;325;498;23-1-2012 09:36
Case1270;Shipment via logistics partner;Resource 2;23-1-2012 09:38;Dealer;165;191;23-1-2012 09:39
Case1269;Order created;Resource 1;23-1-2012 09:42;Dealer;257;468;23-1-2012 09:42
Case759;Repairshop X - OK;Resource 5;23-1-2012 09:43;Dealer;242;434;23-1-2012 09:46
Case799;Request signed L2;Resource 6;23-1-2012 09:48;Dealer;198;329;23-1-2012 09:48
Case1269;Shipment via logistics partner;Resource 2;23-1-2012 09:49;Dealer;312;508;23-1-2012 09:49
Case463;Order sent back;Resource 6;23-1-2012 09:49;Dealer;39;64;23-1-2012 09:49
Case1265;Order created;Resource 1;23-1-2012 09:50;Dealer;115;217;23-1-2012 09:50
Case85;Product received;Resource 20;23-1-2012 09:51;Dealer;17;34;23-1-2012 09:53
Case1265;Missing documents requested;Resource 3;23-1-2012 09:57;Dealer;324;489;23-1-2012 09:57
Case389;Shipment via logistics partner;Resource 2;23-1-2012 09:57;Dealer;314;474;23-1-2012 10:02
Case1264;Order created;Resource 1;23-1-2012 10:03;Dealer;205;275;23-1-2012 10:03
Case1191;Repairshop X - Rejected;Resource 5;23-1-2012 10:05;Dealer;322;359;23-1-2012 10:05
Case1263;Order created;Resource 1;23-1-2012 10:06;Dealer;212;408;23-1-2012 10:08
Case1264;Shipment via logistics partner;Resource 2;23-1-2012 10:09;Dealer;327;328;23-1-2012 10:09
Case424;Request signed L2;Resource 6;23-1-2012 10:10;Dealer;194;346;23-1-2012 10:10
Case1263;Missing documents requested;Resource 3;23-1-2012 10:12;Dealer;256;443;23-1-2012 10:12
Case395;Request signed L1;Resource 13;23-1-2012 10:12;Dealer;9;12;23-1-2012 10:12
Case5;Refund issued;Resource 14;23-1-2012 10:12;Internet;163;228;23-1-2012 10:12
Case196;Refund issued;Resource 14;23-1-2012 10:13;Internet;6;9;23-1-2012 10:14
Case395;Request signed L2;Resource 6;23-1-2012 10:16;Dealer;63;101;23-1-2012 10:16
Case1081;Product received;Resource 17;23-1-2012 10:17;Dealer;288;423;23-1-2012 10:17
Case1081;Reparishop X - Checking;Resource 17;23-1-2012 10:17;Dealer;269;330;23-1-2012 10:18
Case325;Request rejected L1;Resource 2;23-1-2012 10:19;Dealer;176;247;23-1-2012 10:19
Case325;Order completed;Resource 2;23-1-2012 10:19;Dealer;67;84;23-1-2012 10:19
Case392;Request signed L1;Resource 13;23-1-2012 10:19;Dealer;120;189;23-1-2012 10:19
Case1192;Request rejected L1;Resource 2;23-1-2012 10:21;Dealer;22;40;23-1-2012 10:21
Case1192;Order completed;Resource 2;23-1-2012 10:21;Dealer;14;27;23-1-2012 10:24
Case117;Shipment via logistics partner;Resource 2;23-1-2012 10:25;Dealer;255;336;23-1-2012 10:25
Case1191;Request rejected L1;Resource 2;23-1-2012 10:26;Dealer;228;446;23-1-2012 10:26
Case1191;Order completed;Resource 2;23-1-2012 10:26;Dealer;176;334;23-1-2012 10:26
Case1262;Order created;Resource 1;23-1-2012 10:26;Dealer;30;59;23-1-2012 10:26
Case1189;Request rejected L1;Resource 2;23-1-2012 10:27;Dealer;181;302;23-1-2012 10:27
Case1189;Order completed;Resource 2;23-1-2012 10:27;Dealer;89;169;23-1-2012 10:27
Case1262;Missing documents requested;Resource 3;23-1-2012 10:29;Dealer;179;325;23-1-2012 10:29
Case380;Request signed L1;Resource 13;23-1-2012 10:30;Dealer;81;100;23-1-2012 10:30
Case394;Order sent back;Resource 6;23-1-2012 10:30;Dealer;95;172;23-1-2012 10:30
Case1152;Request rejected L1;Resource 2;23-1-2012 10:31;Dealer;168;206;23-1-2012 10:31
Case1152;Order completed;Resource 2;23-1-2012 10:31;Dealer;180;272;23-1-2012 10:31
Case1082;Request rejected L1;Resource 2;23-1-2012 10:32;Dealer;168;286;23-1-2012 10:32
Case1150;Repairshop X - OK;Resource 5;23-1-2012 10:32;Dealer;17;21;23-1-2012 10:32
Case1082;Order completed;Resource 2;23-1-2012 10:33;Dealer;282;487;23-1-2012 10:33
Case392;Order sent back;Resource 6;23-1-2012 10:34;Dealer;268;396;23-1-2012 10:34
Case793;Request rejected L1;Resource 2;23-1-2012 10:34;Dealer;109;188;23-1-2012 10:34
Case793;Order completed;Resource 2;23-1-2012 10:34;Dealer;14;14;23-1-2012 10:37
Case391;Order sent back;Resource 6;23-1-2012 10:38;Dealer;216;390;23-1-2012 10:39
Case365;Request signed L1;Resource 13;23-1-2012 10:40;Dealer;248;477;23-1-2012 10:43
Case1300;Request rejected L1;Resource 13;23-1-2012 10:53;Dealer;199;235;23-1-2012 10:53
Case1300;Order completed;Resource 13;23-1-2012 10:53;Dealer;147;183;23-1-2012 10:55
Case337;Request signed L1;Resource 13;23-1-2012 11:01;Dealer;106;109;23-1-2012 11:02
Case780;Request signed L1;Resource 3;23-1-2012 11:03;Dealer;91;144;23-1-2012 11:04
Case800;Pick-up prepared;Resource 13;23-1-2012 11:05;Dealer;325;363;23-1-2012 11:06
Case1260;Order created;Resource 1;23-1-2012 11:10;Dealer;326;562;23-1-2012 11:10
Case1261;Order created;Resource 1;23-1-2012 11:10;Dealer;8;9;23-1-2012 11:10
Case1119;Pick-up prepared;Resource 13;23-1-2012 11:12;Dealer;328;444;23-1-2012 11:13
Case1119;Pick-up prepared;Resource 13;23-1-2012 11:14;Dealer;87;174;23-1-2012 11:14
Case1260;Missing documents requested;Resource 3;23-1-2012 11:14;Dealer;118;219;23-1-2012 11:14
Case1119;Shipment via forwarding company;Resource 13;23-1-2012 11:15;Dealer;79;134;23-1-2012 11:16
Case1261;Missing documents requested;Resource 2;23-1-2012 11:17;Dealer;332;513;23-1-2012 11:17
Case324;Repairshop X - OK;Resource 5;23-1-2012 11:18;Dealer;84;147;23-1-2012 11:18
Case1223;Request signed L1;Resource 13;23-1-2012 11:19;Dealer;219;302;23-1-2012 11:19
Case1223;Request signed L2;Resource 6;23-1-2012 11:23;Dealer;318;605;23-1-2012 11:23
Case363;Missing documents requested;Resource 2;23-1-2012 11:27;Dealer;246;368;23-1-2012 11:28
Case780;Order sent back;Resource 6;23-1-2012 11:29;Dealer;113;180;23-1-2012 11:32
Case348;Request signed L2;Resource 6;23-1-2012 11:34;Dealer;266;436;23-1-2012 11:34
Case865;Request signed L1;Resource 13;23-1-2012 11:35;Dealer;311;415;23-1-2012 11:36
Case1180;Request signed L1;Resource 13;23-1-2012 11:37;Dealer;129;202;23-1-2012 11:37
Case799;Request signed L3;Resource 7;23-1-2012 11:38;Dealer;13;14;23-1-2012 11:38
Case1223;Request signed L3;Resource 7;23-1-2012 11:39;Dealer;217;219;23-1-2012 11:39
Case337;Order sent back;Resource 7;23-1-2012 11:39;Dealer;15;18;23-1-2012 11:39
Case395;Request signed L3;Resource 7;23-1-2012 11:41;Dealer;126;242;23-1-2012 11:41
Case424;Request signed L3;Resource 7;23-1-2012 11:41;Dealer;247;294;23-1-2012 11:41
Case842;Repairshop X - OK;Resource 5;23-1-2012 11:41;Dealer;38;70;23-1-2012 11:41
Case1180;Request signed L2;Resource 6;23-1-2012 11:42;Dealer;144;144;23-1-2012 11:42
Case348;Order sent back;Resource 7;23-1-2012 11:42;Dealer;114;183;23-1-2012 11:42
Case1164;Shipment via forwarding company;Resource 2;23-1-2012 11:44;Dealer;189;317;23-1-2012 11:44
Case1259;Order created;Resource 1;23-1-2012 11:46;Dealer;176;286;23-1-2012 11:49
Case361;Request signed L1;Resource 13;23-1-2012 11:50;Dealer;69;92;23-1-2012 11:52
Case1259;Shipment via logistics partner;Resource 2;23-1-2012 11:53;Dealer;3;5;23-1-2012 11:53
Case397;Product received;Resource 4;23-1-2012 11:53;Dealer;175;318;23-1-2012 11:53
Case844;Request rejected L1;Resource 3;23-1-2012 11:55;Dealer;301;322;23-1-2012 11:55
Case844;Order completed;Resource 3;23-1-2012 11:55;Dealer;274;414;23-1-2012 11:55
Case865;Request signed L2;Resource 6;23-1-2012 11:55;Dealer;58;66;30-1-2012 15:21
Case53;Product received;Resource 4;1-2-2012 08:01;Dealer;69;74;1-2-2012 08:01
Case53;Reparishop X - Checking;Resource 4;1-2-2012 08:01;Dealer;167;176;1-2-2012 08:05
Case10;Product received;Resource 4;1-2-2012 08:09;Dealer;5;7;1-2-2012 08:09
Case10;Reparishop X - Checking;Resource 4;1-2-2012 08:09;Dealer;32;59;1-2-2012 08:10
Case4;Product received;Resource 4;1-2-2012 08:12;Dealer;56;86;1-2-2012 08:12
Case4;Reparishop X - Checking;Resource 4;1-2-2012 08:12;Dealer;8;15;1-2-2012 08:20
Case587;Product received;Resource 4;1-2-2012 08:21;Dealer;76;144;1-2-2012 08:21
Case587;Reparishop X - Checking;Resource 4;1-2-2012 08:21;Dealer;74;116;1-2-2012 08:26
Case105;Product received;Resource 4;1-2-2012 08:29;Dealer;47;65;1-2-2012 08:29
Case105;Reparishop X - Checking;Resource 4;1-2-2012 08:29;Dealer;84;104;1-2-2012 08:29
Case1322;Repairshop X - OK;Resource 5;1-2-2012 08:35;Dealer;79;158;1-2-2012 08:35
Case584;Product received;Resource 4;1-2-2012 08:35;Dealer;6;11;1-2-2012 08:35
Case584;Reparishop X - Checking;Resource 4;1-2-2012 08:35;Dealer;332;547;1-2-2012 08:40
Case931;Missing documents requested;Resource 2;1-2-2012 08:43;Dealer;61;92;1-2-2012 08:43
Case1295;Shipment via logistics partner;Resource 11;1-2-2012 08:44;Dealer;89;146;1-2-2012 08:44
Case384;Shipment via logistics partner;Resource 11;1-2-2012 08:44;Dealer;131;200;1-2-2012 08:44
Case492;Shipment via logistics partner;Resource 11;1-2-2012 08:44;Dealer;66;118;1-2-2012 08:44
Case1063;Shipment via logistics partner;Resource 11;1-2-2012 08:45;Callcenter;67;128;1-2-2012 08:45
Case24;Shipment via logistics partner;Resource 11;1-2-2012 08:45;Callcenter;302;423;1-2-2012 08:45
Case35;Shipment via logistics partner;Resource 11;1-2-2012 08:45;Dealer;202;268;1-2-2012 08:45
Case1101;Shipment via forwarding company;Resource 11;1-2-2012 08:46;Dealer;175;334;1-2-2012 08:46
Case715;Order created;Resource 1;1-2-2012 08:46;Dealer;57;110;1-2-2012 08:49
Case715;Missing documents requested;Resource 2;1-2-2012 08:52;Dealer;118;169;1-2-2012 08:54
Case751;Shipment via logistics partner;Resource 2;1-2-2012 08:57;Dealer;108;158;1-2-2012 08:59
Case358;Request signed L1;Resource 11;1-2-2012 09:00;Dealer;68;89;1-2-2012 09:00
Case714;Order created;Resource 1;1-2-2012 09:00;Dealer;73;105;1-2-2012 09:02
Case714;Shipment via logistics partner;Resource 2;1-2-2012 09:03;Dealer;21;36;1-2-2012 09:04
Case494;Shipment via logistics partner;Resource 2;1-2-2012 09:08;Dealer;238;296;1-2-2012 09:11
Case713;Order created;Resource 1;1-2-2012 09:12;Dealer;256;273;1-2-2012 09:14
Case712;Order created;Resource 1;1-2-2012 09:20;Dealer;164;313;1-2-2012 09:20
Case712;Missing documents requested;Resource 11;1-2-2012 09:24;Dealer;323;453;1-2-2012 09:25
Case1054;Refund issued;Resource 14;1-2-2012 09:26;Internet;292;341;1-2-2012 09:27
Case706;Order created;Resource 1;1-2-2012 09:29;Dealer;221;402;1-2-2012 09:29
Case706;Missing documents requested;Resource 11;1-2-2012 09:31;Dealer;122;217;1-2-2012 09:36
Case705;Order created;Resource 1;1-2-2012 09:39;Dealer;173;285;1-2-2012 09:39
Case705;Missing documents requested;Resource 11;1-2-2012 09:41;Dealer;217;401;1-2-2012 09:41
Case713;Missing documents requested;Resource 2;1-2-2012 09:42;Dealer;156;183;1-2-2012 09:42
Case704;Order created;Resource 1;1-2-2012 09:46;Dealer;196;368;1-2-2012 09:48
Case703;Order created;Resource 1;1-2-2012 09:52;Dealer;299;583;1-2-2012 09:54
Case703;Missing documents requested;Resource 11;1-2-2012 09:55;Dealer;251;411;1-2-2012 09:56
Case702;Order created;Resource 1;1-2-2012 09:57;Dealer;259;269;1-2-2012 09:57
Case702;Missing documents requested;Resource 11;1-2-2012 09:59;Dealer;262;312;1-2-2012 10:02
